user_id,level_id,action_timestamp,action_type,dwell_time,dropout_flag,information_density,user_familiarity
user_008,4,2026-07-10 09:05:33,click,4.06,0,4,1
user_008,4,2026-07-10 09:05:37,click,4.95,0,7,1
user_008,4,2026-07-10 09:05:42,click,4.12,0,7,1
user_008,5,2026-07-10 09:05:46,click,3.8,0,9,1
user_008,5,2026-07-10 09:05:50,exit,0.64,0,9,1
user_009,5,2026-07-10 09:06:06,enter,5.11,0,6,5
user_009,5,2026-07-10 09:06:11,click,5.8,0,6,5
user_009,5,2026-07-10 09:06:16,exit,0.88,0,6,5
user_010,4,2026-07-10 09:06:40,enter,2.74,0,6,3
user_010,4,2026-07-10 09:06:43,click,3.99,0,9,3
user_010,5,2026-07-10 09:06:47,click,4.07,0,1,3
user_010,5,2026-07-10 09:06:51,exit,1.0,0,1,3
user_011,2,2026-07-10 09:07:17,enter,2.42,0,6,1
user_011,2,2026-07-10 09:07:20,click,3.36,0,6,1
user_011,3,2026-07-10 09:07:23,click,4.04,0,2,1
user_011,4,2026-07-10 09:07:27,click,2.72,0,7,1
user_011,5,2026-07-10 09:07:30,click,6.19,0,6,1
user_011,5,2026-07-10 09:07:36,click,4.66,0,3,1
user_011,5,2026-07-10 09:07:41,click,4.13,0,7,1
user_011,5,2026-07-10 09:07:45,exit,1.77,0,7,1
user_012,5,2026-07-10 09:08:04,enter,3.72,0,6,1
user_012,5,2026-07-10 09:08:08,click,5.66,0,5,1
user_012,5,2026-07-10 09:08:14,click,3.59,0,2,1
user_012,5,2026-07-10 09:08:17,exit,0.84,0,2,1
user_013,3,2026-07-10 09:09:04,enter,2.08,0,6,1
user_013,3,2026-07-10 09:09:06,click,3.15,0,8,1
user_013,4,2026-07-10 09:09:09,click,4.06,0,4,1
user_013,4,2026-07-10 09:09:14,click,4.81,0,5,1
user_013,4,2026-07-10 09:09:18,click,3.19,0,7,1
user_013,4,2026-07-10 09:09:22,click,2.49,0,3,1
user_013,4,2026-07-10 09:09:24,click,2.29,0,3,1
user_013,5,2026-07-10 09:09:26,click,4.62,0,5,1
user_013,5,2026-07-10 09:09:31,click,4.24,0,5,1
user_013,5,2026-07-10 09:09:35,click,2.68,0,1,1
user_013,5,2026-07-10 09:09:38,exit,0.28,0,1,1
user_014,2,2026-07-10 09:09:53,enter,4.1,0,6,3
user_014,2,2026-07-10 09:09:57,click,3.41,0,1,3
user_014,3,2026-07-10 09:10:01,click,3.76,0,1,3
user_014,4,2026-07-10 09:10:04,click,4.71,0,5,3
user_014,4,2026-07-10 09:10:09,click,4.95,0,9,3
user_014,4,2026-07-10 09:10:14,click,3.99,0,2,3
user_014,5,2026-07-10 09:10:18,exit,0.67,1,2,3
user_015,3,2026-07-10 09:11:07,enter,5.81,0,6,1
user_015,3,2026-07-10 09:11:13,click,4.82,0,6,1
user_015,4,2026-07-10 09:11:17,click,5.93,0,2,1
user_015,5,2026-07-10 09:11:23,click,9.96,0,3,1
user_015,5,2026-07-10 09:11:33,click,9.79,0,6,1
user_015,5,2026-07-10 09:11:43,click,8.89,0,1,1
user_015,5,2026-07-10 09:11:52,click,8.36,0,7,1
user_015,5,2026-07-10 09:12:00,click,6.3,0,3,1
user_015,5,2026-07-10 09:12:07,exit,2.19,0,3,1
user_016,2,2026-07-10 09:12:56,enter,3.66,0,6,5
user_016,2,2026-07-10 09:12:59,click,4.5,0,10,5
user_016,3,2026-07-10 09:13:04,click,4.33,0,9,5
user_016,4,2026-07-10 09:13:08,click,5.18,0,3,5
user_016,5,2026-07-10 09:13:13,click,5.67,0,5,5
user_016,5,2026-07-10 09:13:19,exit,1.22,0,5,5
user_017,4,2026-07-10 09:14:18,enter,2.74,0,6,3
user_017,4,2026-07-10 09:14:21,click,4.78,0,8,3
user_017,4,2026-07-10 09:14:26,click,3.66,0,8,3
user_017,5,2026-07-10 09:14:30,click,4.33,0,6,3
user_017,5,2026-07-10 09:14:34,click,5.87,0,10,3
user_017,5,2026-07-10 09:14:40,click,4.62,0,7,3
user_017,5,2026-07-10 09:14:44,click,6.37,0,8,3
user_017,5,2026-07-10 09:14:51,exit,0.63,1,8,3
user_018,2,2026-07-10 09:15:39,enter,3.66,0,6,5
user_018,2,2026-07-10 09:15:43,click,2.61,0,1,5
user_018,3,2026-07-10 09:15:46,click,4.15,0,4,5
user_018,3,2026-07-10 09:15:50,click,4.58,0,10,5
user_018,3,2026-07-10 09:15:54,click,4.39,0,8,5
user_018,4,2026-07-10 09:15:59,click,3.18,0,3,5
user_018,5,2026-07-10 09:16:02,click,3.88,0,7,5
user_018,5,2026-07-10 09:16:06,exit,1.43,0,7,5
user_019,4,2026-07-10 09:16:26,enter,3.85,0,6,5
user_019,4,2026-07-10 09:16:30,exit,0.63,1,6,5
user_020,4,2026-07-10 09:16:46,enter,2.67,0,6,3
user_020,4,2026-07-10 09:16:48,click,2.64,0,4,3
user_020,5,2026-07-10 09:16:51,click,4.57,0,6,3
user_020,5,2026-07-10 09:16:56,click,5.01,0,9,3
user_020,5,2026-07-10 09:17:01,click,4.43,0,4,3
user_020,5,2026-07-10 09:17:05,exit,0.6,1,4,3
user_021,3,2026-07-10 09:17:30,enter,3.13,0,6,5
user_021,3,2026-07-10 09:17:33,click,4.08,0,6,5
user_021,4,2026-07-10 09:17:37,click,6.79,0,10,5
user_021,4,2026-07-10 09:17:44,click,7.34,0,8,5
user_021,4,2026-07-10 09:17:51,click,3.2,0,10,5
user_021,5,2026-07-10 09:17:54,click,5.21,0,3,5
user_021,5,2026-07-10 09:17:59,exit,0.95,0,3,5
user_022,3,2026-07-10 09:18:56,enter,3.12,0,6,1
user_022,3,2026-07-10 09:18:59,click,4.05,0,8,1
user_022,3,2026-07-10 09:19:03,exit,1.12,1,8,1
user_023,2,2026-07-10 09:19:57,enter,2.92,0,6,4
user_023,2,2026-07-10 09:20:00,click,1.31,0,1,4
user_023,3,2026-07-10 09:20:01,click,3.75,0,1,4
user_023,3,2026-07-10 09:20:05,click,3.12,0,8,4
user_023,3,2026-07-10 09:20:08,click,2.07,0,2,4
user_023,4,2026-07-10 09:20:10,click,3.43,0,6,4
user_023,4,2026-07-10 09:20:13,click,2.91,0,5,4
user_023,5,2026-07-10 09:20:16,click,3.53,0,7,4
user_023,5,2026-07-10 09:20:20,exit,0.84,1,7,4
user_024,2,2026-07-10 09:21:15,enter,3.46,0,6,5
user_024,2,2026-07-10 09:21:19,click,4.37,0,6,5
user_024,3,2026-07-10 09:21:23,click,4.53,0,2,5
user_024,3,2026-07-10 09:21:28,click,4.32,0,5,5
user_024,4,2026-07-10 09:21:32,click,4.99,0,10,5
user_024,5,2026-07-10 09:21:37,click,8.18,0,8,5
user_024,5,2026-07-10 09:21:45,click,4.83,0,9,5
user_024,5,2026-07-10 09:21:50,exit,1.26,0,9,5
user_025,4,2026-07-10 09:22:17,enter,3.05,0,6,5
user_025,4,2026-07-10 09:22:20,click,3.78,0,6,5
user_025,5,2026-07-10 09:22:24,click,3.43,0,8,5
user_025,5,2026-07-10 09:22:28,exit,1.22,0,8,5
user_026,2,2026-07-10 09:23:24,enter,2.85,0,6,5
user_026,2,2026-07-10 09:23:27,exit,0.55,1,6,5
user_027,2,2026-07-10 09:24:17,enter,1.51,0,6,1
user_027,2,2026-07-10 09:24:19,click,3.12,0,1,1
user_027,2,2026-07-10 09:24:22,click,3.76,0,4,1
user_027,2,2026-07-10 09:24:26,click,2.03,0,7,1
user_027,3,2026-07-10 09:24:28,click,3.67,0,2,1
user_027,3,2026-07-10 09:24:31,click,2.18,0,10,1
user_027,4,2026-07-10 09:24:34,click,3.39,0,5,1
user_027,4,2026-07-10 09:24:37,click,2.3,0,1,1
user_027,5,2026-07-10 09:24:39,click,2.56,0,3,1
user_027,5,2026-07-10 09:24:42,exit,0.33,1,3,1
user_028,2,2026-07-10 09:25:24,enter,2.29,0,6,3
user_028,2,2026-07-10 09:25:26,click,1.98,0,9,3
user_028,3,2026-07-10 09:25:28,click,4.23,0,10,3
user_028,3,2026-07-10 09:25:33,exit,0.58,1,10,3
user_029,4,2026-07-10 09:25:50,enter,4.77,0,6,3
user_029,4,2026-07-10 09:25:55,click,6.31,0,1,3
user_029,5,2026-07-10 09:26:01,click,8.28,0,6,3
user_029,5,2026-07-10 09:26:10,click,8.76,0,1,3
user_029,5,2026-07-10 09:26:18,click,9.18,0,6,3
user_029,5,2026-07-10 09:26:28,click,7.22,0,7,3
user_029,5,2026-07-10 09:26:35,exit,1.86,0,7,3
user_030,4,2026-07-10 09:27:01,enter,3.95,0,6,4
user_030,4,2026-07-10 09:27:05,exit,1.01,1,6,4
user_031,3,2026-07-10 09:27:28,enter,2.6,0,6,3
user_031,3,2026-07-10 09:27:30,exit,0.84,1,6,3
user_032,4,2026-07-10 09:28:05,enter,1.25,0,6,3
user_032,4,2026-07-10 09:28:06,click,4.25,0,6,3
user_032,4,2026-07-10 09:28:11,click,3.42,0,5,3
user_032,5,2026-07-10 09:28:14,click,3.92,0,5,3
user_032,5,2026-07-10 09:28:18,click,3.85,0,6,3
user_032,5,2026-07-10 09:28:22,exit,0.76,0,6,3
user_033,5,2026-07-10 09:28:58,enter,3.99,0,6,1
user_033,5,2026-07-10 09:29:02,click,6.59,0,8,1
user_033,5,2026-07-10 09:29:09,click,3.96,0,8,1
user_033,5,2026-07-10 09:29:13,exit,0.86,0,8,1
user_034,4,2026-07-10 09:29:41,enter,3.4,0,6,1
user_034,4,2026-07-10 09:29:44,click,3.81,0,5,1
user_034,5,2026-07-10 09:29:48,click,3.94,0,10,1
user_034,5,2026-07-10 09:29:52,exit,1.27,0,10,1
user_035,4,2026-07-10 09:30:29,enter,4.13,0,6,3
user_035,4,2026-07-10 09:30:33,exit,0.95,1,6,3
user_036,5,2026-07-10 09:31:06,enter,3.66,0,6,5
user_036,5,2026-07-10 09:31:10,click,6.08,0,10,5
user_036,5,2026-07-10 09:31:16,click,6.97,0,10,5
user_036,5,2026-07-10 09:31:23,click,6.8,0,7,5
user_036,5,2026-07-10 09:31:30,click,5.03,0,10,5
user_036,5,2026-07-10 09:31:35,click,4.24,0,9,5
user_036,5,2026-07-10 09:31:39,exit,0.31,0,9,5
user_037,5,2026-07-10 09:32:15,enter,3.43,0,6,1
user_037,5,2026-07-10 09:32:19,click,3.76,0,7,1
user_037,5,2026-07-10 09:32:23,exit,0.81,0,7,1
user_038,3,2026-07-10 09:32:54,enter,4.05,0,6,2
user_038,3,2026-07-10 09:32:59,click,6.01,0,1,2
user_038,3,2026-07-10 09:33:05,click,5.61,0,4,2
user_038,3,2026-07-10 09:33:10,click,5.17,0,2,2
user_038,4,2026-07-10 09:33:15,click,7.78,0,2,2
user_038,4,2026-07-10 09:33:23,click,3.65,0,8,2
user_038,5,2026-07-10 09:33:27,click,5.08,0,9,2
user_038,5,2026-07-10 09:33:32,click,7.54,0,9,2
user_038,5,2026-07-10 09:33:39,click,4.94,0,8,2
user_038,5,2026-07-10 09:33:44,exit,1.26,0,8,2
user_039,2,2026-07-10 09:34:01,enter,3.46,0,6,1
user_039,2,2026-07-10 09:34:04,exit,1.04,1,6,1
user_040,2,2026-07-10 09:34:22,enter,5.34,0,6,4
user_040,2,2026-07-10 09:34:27,click,7.02,0,3,4
user_040,2,2026-07-10 09:34:34,click,6.47,0,10,4
user_040,2,2026-07-10 09:34:41,click,6.69,0,9,4
user_040,2,2026-07-10 09:34:48,click,4.72,0,8,4
user_040,3,2026-07-10 09:34:52,click,7.64,0,8,4
user_040,3,2026-07-10 09:35:00,click,7.52,0,9,4
user_040,3,2026-07-10 09:35:07,click,8.25,0,4,4
user_040,3,2026-07-10 09:35:16,click,4.64,0,1,4
user_040,4,2026-07-10 09:35:20,click,5.8,0,10,4
user_040,5,2026-07-10 09:35:26,click,9.08,0,6,4
user_040,5,2026-07-10 09:35:35,click,5.56,0,6,4
user_040,5,2026-07-10 09:35:41,exit,1.55,0,6,4
user_041,1,2026-07-10 09:36:14,enter,2.51,0,6,3
user_041,1,2026-07-10 09:36:17,click,2.02,0,10,3
user_041,2,2026-07-10 09:36:19,click,5.7,0,5,3
user_041,2,2026-07-10 09:36:25,click,6.4,0,4,3
user_041,2,2026-07-10 09:36:31,click,4.34,0,1,3
user_041,2,2026-07-10 09:36:35,click,3.79,0,8,3
user_041,3,2026-07-10 09:36:39,click,5.61,0,2,3
user_041,3,2026-07-10 09:36:45,click,3.05,0,8,3
user_041,3,2026-07-10 09:36:48,click,4.71,0,6,3
user_041,4,2026-07-10 09:36:53,click,4.65,0,8,3
user_041,4,2026-07-10 09:36:57,click,4.28,0,6,3
user_041,5,2026-07-10 09:37:01,click,4.89,0,10,3
user_041,5,2026-07-10 09:37:06,exit,0.75,0,10,3
user_042,3,2026-07-10 09:37:36,enter,2.81,0,6,1
user_042,3,2026-07-10 09:37:39,click,4.8,0,8,1
user_042,3,2026-07-10 09:37:44,click,5.47,0,5,1
user_042,3,2026-07-10 09:37:49,click,4.44,0,10,1
user_042,3,2026-07-10 09:37:54,click,3.98,0,7,1
user_042,3,2026-07-10 09:37:58,click,2.16,0,9,1
user_042,4,2026-07-10 09:38:00,click,3.7,0,3,1
user_042,4,2026-07-10 09:38:03,click,3.05,0,6,1
user_042,5,2026-07-10 09:38:06,click,5.6,0,7,1
user_042,5,2026-07-10 09:38:12,click,3.74,0,5,1
user_042,5,2026-07-10 09:38:16,exit,0.67,0,5,1
user_043,5,2026-07-10 09:39:09,enter,3.44,0,6,4
user_043,5,2026-07-10 09:39:12,click,4.58,0,2,4
user_043,5,2026-07-10 09:39:17,exit,0.51,0,2,4
user_044,2,2026-07-10 09:40:03,enter,4.1,0,6,1
user_044,2,2026-07-10 09:40:07,click,4.23,0,7,1
user_044,2,2026-07-10 09:40:11,click,3.33,0,8,1
user_044,3,2026-07-10 09:40:15,click,3.8,0,2,1
user_044,4,2026-07-10 09:40:18,click,5.63,0,4,1
user_044,4,2026-07-10 09:40:24,click,5.48,0,9,1
user_044,4,2026-07-10 09:40:30,click,6.72,0,4,1
user_044,4,2026-07-10 09:40:36,click,3.61,0,3,1
user_044,5,2026-07-10 09:40:40,click,3.73,0,7,1
user_044,5,2026-07-10 09:40:44,exit,1.51,0,7,1
user_045,5,2026-07-10 09:41:34,enter,1.52,0,6,1
user_045,5,2026-07-10 09:41:36,exit,0.56,1,6,1
user_046,4,2026-07-10 09:42:27,enter,3.14,0,6,2
user_046,4,2026-07-10 09:42:30,click,4.38,0,1,2
user_046,5,2026-07-10 09:42:35,click,6.93,0,10,2
user_046,5,2026-07-10 09:42:42,click,6.41,0,7,2
user_046,5,2026-07-10 09:42:48,click,6.87,0,6,2
user_046,5,2026-07-10 09:42:55,click,5.18,0,8,2
user_046,5,2026-07-10 09:43:00,exit,1.28,0,8,2
user_047,4,2026-07-10 09:43:50,enter,4.06,0,6,1
user_047,4,2026-07-10 09:43:54,click,3.29,0,4,1
user_047,5,2026-07-10 09:43:58,exit,1.01,1,4,1
user_048,5,2026-07-10 09:44:22,enter,3.89,0,6,5
user_048,5,2026-07-10 09:44:26,click,6.56,0,8,5
user_048,5,2026-07-10 09:44:32,exit,1.59,0,8,5
user_049,3,2026-07-10 09:45:27,enter,1.78,0,6,1
user_049,3,2026-07-10 09:45:29,click,3.1,0,7,1
user_049,3,2026-07-10 09:45:32,click,5.17,0,6,1
user_049,3,2026-07-10 09:45:37,click,3.95,0,3,1
user_049,3,2026-07-10 09:45:41,click,2.41,0,3,1
user_049,4,2026-07-10 09:45:43,click,4.85,0,4,1
user_049,4,2026-07-10 09:45:48,click,3.57,0,8,1
user_049,4,2026-07-10 09:45:52,exit,1.1,1,8,1
user_050,1,2026-07-10 09:46:29,enter,3.04,0,6,3
user_050,1,2026-07-10 09:46:32,click,3.91,0,8,3
user_050,1,2026-07-10 09:46:36,click,2.01,0,2,3
user_050,2,2026-07-10 09:46:38,click,3.41,0,1,3
user_050,3,2026-07-10 09:46:41,click,2.97,0,3,3
user_050,4,2026-07-10 09:46:44,click,4.47,0,9,3
user_050,4,2026-07-10 09:46:49,click,6.91,0,10,3
user_050,4,2026-07-10 09:46:55,click,6.17,0,9,3
user_050,4,2026-07-10 09:47:02,click,5.08,0,9,3
user_050,5,2026-07-10 09:47:07,click,4.62,0,3,3
user_050,5,2026-07-10 09:47:11,exit,1.05,0,3,3
user_051,3,2026-07-10 09:47:45,enter,5.05,0,6,3
user_051,3,2026-07-10 09:47:50,click,6.15,0,1,3
user_051,4,2026-07-10 09:47:57,click,7.54,0,6,3
user_051,4,2026-07-10 09:48:04,click,6.21,0,3,3
user_051,4,2026-07-10 09:48:10,click,9.74,0,8,3
user_051,4,2026-07-10 09:48:20,click,7.97,0,8,3
user_051,4,2026-07-10 09:48:28,click,5.86,0,9,3
user_051,5,2026-07-10 09:48:34,click,9.3,0,5,3
user_051,5,2026-07-10 09:48:43,click,8.82,0,3,3
user_051,5,2026-07-10 09:48:52,click,8.34,0,1,3
user_051,5,2026-07-10 09:49:00,click,5.48,0,6,3
user_051,5,2026-07-10 09:49:06,exit,2.0,0,6,3
user_052,5,2026-07-10 09:49:34,enter,2.27,0,6,1
user_052,5,2026-07-10 09:49:36,click,6.17,0,9,1
user_052,5,2026-07-10 09:49:42,click,4.32,0,5,1
user_052,5,2026-07-10 09:49:47,click,5.3,0,9,1
user_052,5,2026-07-10 09:49:52,exit,1.09,1,9,1
user_053,5,2026-07-10 09:50:18,enter,2.78,0,6,2
user_053,5,2026-07-10 09:50:21,click,6.25,0,3,2
user_053,5,2026-07-10 09:50:27,exit,0.83,1,3,2
user_054,4,2026-07-10 09:50:43,enter,2.51,0,6,3
user_054,4,2026-07-10 09:50:45,click,3.53,0,7,3
user_054,5,2026-07-10 09:50:49,click,4.18,0,7,3
user_054,5,2026-07-10 09:50:53,click,4.7,0,8,3
user_054,5,2026-07-10 09:50:58,click,4.67,0,6,3
user_054,5,2026-07-10 09:51:02,click,3.13,0,9,3
user_054,5,2026-07-10 09:51:06,click,5.67,0,9,3
user_054,5,2026-07-10 09:51:11,exit,1.03,1,9,3
user_055,1,2026-07-10 09:51:32,enter,1.88,0,6,3
user_055,1,2026-07-10 09:51:34,click,2.75,0,5,3
user_055,2,2026-07-10 09:51:37,click,1.85,0,4,3
user_055,3,2026-07-10 09:51:39,click,3.24,0,7,3
user_055,4,2026-07-10 09:51:42,click,4.14,0,6,3
user_055,4,2026-07-10 09:51:46,click,3.1,0,7,3
user_055,5,2026-07-10 09:51:49,exit,0.77,1,7,3
user_056,4,2026-07-10 09:52:42,enter,2.1,0,6,5
user_056,4,2026-07-10 09:52:44,click,5.46,0,1,5
user_056,4,2026-07-10 09:52:50,click,4.97,0,4,5
user_056,5,2026-07-10 09:52:55,click,6.01,0,1,5
user_056,5,2026-07-10 09:53:01,exit,0.92,1,1,5
user_057,2,2026-07-10 09:53:18,enter,3.11,0,6,2
user_057,2,2026-07-10 09:53:22,click,4.09,0,10,2
user_057,2,2026-07-10 09:53:26,click,4.07,0,10,2
user_057,2,2026-07-10 09:53:30,click,2.88,0,1,2
user_057,3,2026-07-10 09:53:33,exit,1.22,1,1,2
user_058,1,2026-07-10 09:54:28,enter,1.45,0,6,2
user_058,1,2026-07-10 09:54:29,click,1.3,0,1,2
user_058,2,2026-07-10 09:54:31,click,2.72,0,4,2
user_058,3,2026-07-10 09:54:33,click,2.24,0,10,2
user_058,3,2026-07-10 09:54:36,click,2.32,0,3,2
user_058,4,2026-07-10 09:54:38,click,3.64,0,9,2
user_058,4,2026-07-10 09:54:42,exit,0.8,1,9,2
user_059,2,2026-07-10 09:55:26,enter,3.04,0,6,3
user_059,2,2026-07-10 09:55:29,click,2.95,0,4,3
user_059,3,2026-07-10 09:55:32,click,3.59,0,7,3
user_059,4,2026-07-10 09:55:36,click,3.24,0,8,3
user_059,5,2026-07-10 09:55:39,click,3.61,0,2,3
user_059,5,2026-07-10 09:55:43,exit,0.79,0,2,3
user_060,5,2026-07-10 09:56:42,enter,3.44,0,6,5
user_060,5,2026-07-10 09:56:45,click,4.0,0,7,5
user_060,5,2026-07-10 09:56:49,exit,1.18,0,7,5
user_061,2,2026-07-10 09:57:36,enter,3.62,0,6,1
user_061,2,2026-07-10 09:57:40,exit,1.05,1,6,1
user_062,1,2026-07-10 09:58:08,enter,1.66,0,6,1
user_062,1,2026-07-10 09:58:09,exit,0.76,1,6,1
user_063,5,2026-07-10 09:58:28,enter,2.46,0,6,4
user_063,5,2026-07-10 09:58:31,click,4.54,0,6,4
user_063,5,2026-07-10 09:58:35,click,4.59,0,4,4
user_063,5,2026-07-10 09:58:40,click,3.44,0,5,4
user_063,5,2026-07-10 09:58:43,exit,0.71,0,5,4
user_064,1,2026-07-10 09:59:24,enter,3.98,0,6,5
user_064,1,2026-07-10 09:59:28,exit,0.83,1,6,5
user_065,3,2026-07-10 09:59:45,enter,4.83,0,6,5
user_065,3,2026-07-10 09:59:50,click,5.54,0,5,5
user_065,3,2026-07-10 09:59:55,click,5.37,0,7,5
user_065,3,2026-07-10 10:00:01,click,4.9,0,10,5
user_065,3,2026-07-10 10:00:05,click,4.38,0,3,5
user_065,4,2026-07-10 10:00:10,click,4.46,0,4,5
user_065,5,2026-07-10 10:00:14,click,7.16,0,10,5
user_065,5,2026-07-10 10:00:21,click,7.38,0,5,5
user_065,5,2026-07-10 10:00:29,click,6.09,0,4,5
user_065,5,2026-07-10 10:00:35,click,7.28,0,9,5
user_065,5,2026-07-10 10:00:42,click,8.61,0,5,5
user_065,5,2026-07-10 10:00:51,click,6.44,0,8,5
user_065,5,2026-07-10 10:00:57,click,6.68,0,7,5
user_065,5,2026-07-10 10:01:04,click,8.08,0,1,5
user_065,5,2026-07-10 10:01:12,exit,1.38,1,1,5
user_066,3,2026-07-10 10:01:54,enter,2.69,0,6,4
user_066,3,2026-07-10 10:01:57,click,3.5,0,7,4
user_066,4,2026-07-10 10:02:01,exit,0.35,1,7,4
user_067,1,2026-07-10 10:02:49,enter,1.9,0,6,1
user_067,1,2026-07-10 10:02:51,click,1.83,0,3,1
user_067,1,2026-07-10 10:02:53,click,2.39,0,8,1
user_067,1,2026-07-10 10:02:55,click,3.64,0,6,1
user_067,1,2026-07-10 10:02:59,click,3.21,0,6,1
user_067,1,2026-07-10 10:03:02,click,2.55,0,9,1
user_067,2,2026-07-10 10:03:04,click,1.33,0,3,1
user_067,3,2026-07-10 10:03:06,click,1.07,0,2,1
user_067,4,2026-07-10 10:03:07,click,2.81,0,5,1
user_067,4,2026-07-10 10:03:10,click,4.62,0,6,1
user_067,4,2026-07-10 10:03:14,click,2.09,0,2,1
user_067,5,2026-07-10 10:03:16,click,4.48,0,4,1
user_067,5,2026-07-10 10:03:21,click,3.15,0,9,1
user_067,5,2026-07-10 10:03:24,click,3.49,0,10,1
user_067,5,2026-07-10 10:03:27,click,4.51,0,1,1
user_067,5,2026-07-10 10:03:32,click,4.92,0,1,1
user_067,5,2026-07-10 10:03:37,click,3.24,0,1,1
user_067,5,2026-07-10 10:03:40,exit,0.52,0,1,1
user_068,3,2026-07-10 10:04:25,enter,3.43,0,6,2
user_068,3,2026-07-10 10:04:28,click,4.15,0,1,2
user_068,4,2026-07-10 10:04:32,click,4.38,0,7,2
user_068,5,2026-07-10 10:04:37,click,6.06,0,6,2
user_068,5,2026-07-10 10:04:43,click,7.93,0,3,2
user_068,5,2026-07-10 10:04:51,click,5.52,0,1,2
user_068,5,2026-07-10 10:04:56,click,7.17,0,10,2
user_068,5,2026-07-10 10:05:03,click,6.85,0,10,2
user_068,5,2026-07-10 10:05:10,click,5.68,0,4,2
user_068,5,2026-07-10 10:05:16,exit,0.77,1,4,2
user_069,2,2026-07-10 10:06:13,enter,3.04,0,6,3
user_069,2,2026-07-10 10:06:16,exit,0.87,1,6,3
user_070,5,2026-07-10 10:07:07,enter,2.3,0,6,1
user_070,5,2026-07-10 10:07:09,click,4.59,0,8,1
user_070,5,2026-07-10 10:07:13,click,2.03,0,2,1
user_070,5,2026-07-10 10:07:15,exit,0.35,0,2,1
user_071,2,2026-07-10 10:07:56,enter,3.68,0,6,1
user_071,2,2026-07-10 10:07:59,click,2.89,0,5,1
user_071,3,2026-07-10 10:08:02,click,4.89,0,10,1
user_071,3,2026-07-10 10:08:07,click,3.07,0,3,1
user_071,4,2026-07-10 10:08:10,click,5.77,0,5,1
user_071,4,2026-07-10 10:08:16,click,3.79,0,6,1
user_071,5,2026-07-10 10:08:20,click,5.76,0,8,1
user_071,5,2026-07-10 10:08:26,click,6.22,0,4,1
user_071,5,2026-07-10 10:08:32,click,5.61,0,8,1
user_071,5,2026-07-10 10:08:37,click,7.72,0,5,1
user_071,5,2026-07-10 10:08:45,click,5.79,0,9,1
user_071,5,2026-07-10 10:08:51,click,4.84,0,4,1
user_071,5,2026-07-10 10:08:56,click,5.83,0,9,1
user_071,5,2026-07-10 10:09:02,click,5.67,0,2,1
user_071,5,2026-07-10 10:09:07,exit,1.09,1,2,1
user_072,5,2026-07-10 10:09:42,enter,5.02,0,6,5
user_072,5,2026-07-10 10:09:47,exit,1.33,1,6,5
user_073,1,2026-07-10 10:10:10,enter,3.12,0,6,5
user_073,1,2026-07-10 10:10:13,click,4.61,0,2,5
user_073,2,2026-07-10 10:10:17,click,5.6,0,10,5
user_073,2,2026-07-10 10:10:23,click,5.97,0,4,5
user_073,2,2026-07-10 10:10:29,click,5.85,0,7,5
